case_id,customer_id,amount,currency,payment_status,failure_reason,failure_count,customer_attempt_count,days_since_failure,is_customer_active,has_valid_payment_method,scenario_labels
BATCH-000291,CUSTOMER-000291,202.67,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,0,51,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000292,CUSTOMER-000292,4177.26,INR,FAILED,INSUFFICIENT_FUNDS,0,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000293,CUSTOMER-000293,2457.7,INR,RECOVERABLE,CARD_DECLINED,3,2,4,True,True,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000294,CUSTOMER-000294,17852.08,INR,RECOVERABLE,NETWORK_ERROR,2,2,8,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000295,CUSTOMER-000295,6753.67,INR,FAILED,CARD_DECLINED,7,5,17,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000296,CUSTOMER-000296,774.02,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,0,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000297,CUSTOMER-000297,886.43,INR,FAILED,INSUFFICIENT_FUNDS,2,2,4,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000298,CUSTOMER-000298,6750.92,INR,RECOVERABLE,UNKNOWN,2,0,11,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000299,CUSTOMER-000299,42187.53,INR,RECOVERABLE,CARD_DECLINED,2,1,12,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000300,CUSTOMER-000300,2386.49,INR,FAILED,NETWORK_ERROR,3,1,20,True,True,POLICY_BLOCKED
BATCH-000301,CUSTOMER-000301,350.07,INR,EXPIRED,UNKNOWN,2,1,41,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000302,CUSTOMER-000302,1611.51,INR,RECOVERABLE,NETWORK_ERROR,1,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000303,CUSTOMER-000303,2102.7,INR,FAILED,UNKNOWN,2,1,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000304,CUSTOMER-000304,44566.55,INR,RECOVERABLE,NETWORK_ERROR,1,1,7,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000305,CUSTOMER-000305,18741.28,INR,RECOVERABLE,AUTHENTICATION_FAILED,8,4,25,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000306,CUSTOMER-000306,497.9,INR,EXPIRED,UNKNOWN,0,0,43,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000307,CUSTOMER-000307,2328.73,INR,FAILED,INSUFFICIENT_FUNDS,1,1,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000308,CUSTOMER-000308,6377.67,INR,FAILED,CARD_DECLINED,3,3,11,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000309,CUSTOMER-000309,15357.4,INR,RECOVERABLE,CARD_DECLINED,1,1,11,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000310,CUSTOMER-000310,1859.61,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,3,3,21,True,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000311,CUSTOMER-000311,711.52,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,57,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000312,CUSTOMER-000312,8788.2,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000313,CUSTOMER-000313,2791.52,INR,FAILED,CARD_DECLINED,3,1,7,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000314,CUSTOMER-000314,38543.67,INR,RECOVERABLE,CARD_DECLINED,1,0,16,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000315,CUSTOMER-000315,12518.95,INR,FAILED,AUTHENTICATION_FAILED,7,4,19,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000316,CUSTOMER-000316,574.98,INR,EXPIRED,UNKNOWN,2,2,57,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000317,CUSTOMER-000317,5284.86,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000318,CUSTOMER-000318,9819.08,INR,FAILED,UNKNOWN,3,2,5,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000319,CUSTOMER-000319,48682.83,INR,RECOVERABLE,NETWORK_ERROR,2,2,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000320,CUSTOMER-000320,1975.75,INR,RECOVERABLE,CARD_DECLINED,6,6,20,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000321,CUSTOMER-000321,644.58,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000322,CUSTOMER-000322,660.97,INR,FAILED,INSUFFICIENT_FUNDS,1,0,6,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000323,CUSTOMER-000323,4693.4,INR,FAILED,CARD_DECLINED,3,1,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000324,CUSTOMER-000324,32435.47,INR,RECOVERABLE,CARD_DECLINED,2,1,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000325,CUSTOMER-000325,19177.02,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,6,3,25,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000326,CUSTOMER-000326,253.81,INR,EXPIRED,UNKNOWN,0,0,39,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000327,CUSTOMER-000327,8502.63,INR,FAILED,INSUFFICIENT_FUNDS,1,1,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000328,CUSTOMER-000328,5318.23,INR,RECOVERABLE,CARD_DECLINED,3,3,13,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000329,CUSTOMER-000329,45830.42,INR,RECOVERABLE,NETWORK_ERROR,1,1,11,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000330,CUSTOMER-000330,1799.26,INR,RECOVERABLE,UNKNOWN,8,7,17,True,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000331,CUSTOMER-000331,271.19,INR,EXPIRED,UNKNOWN,2,0,39,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000332,CUSTOMER-000332,1428.43,INR,FAILED,NETWORK_ERROR,2,2,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000333,CUSTOMER-000333,9146.66,INR,FAILED,UNKNOWN,1,1,11,True,True,CONTACT_FAVORABLE
BATCH-000334,CUSTOMER-000334,38694.32,INR,RECOVERABLE,NETWORK_ERROR,0,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000335,CUSTOMER-000335,8731.24,INR,RECOVERABLE,NETWORK_ERROR,6,2,30,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000336,CUSTOMER-000336,616.72,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,51,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000337,CUSTOMER-000337,8262.45,INR,FAILED,NETWORK_ERROR,0,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000338,CUSTOMER-000338,8091.65,INR,RECOVERABLE,CARD_DECLINED,1,0,12,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000339,CUSTOMER-000339,21935.69,INR,RECOVERABLE,CARD_DECLINED,2,1,3,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000340,CUSTOMER-000340,9632.63,INR,RECOVERABLE,NETWORK_ERROR,8,3,30,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000341,CUSTOMER-000341,747.05,INR,EXPIRED,UNKNOWN,1,1,36,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000342,CUSTOMER-000342,6608.08,INR,RECOVERABLE,NETWORK_ERROR,0,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000343,CUSTOMER-000343,6498.59,INR,RECOVERABLE,CARD_DECLINED,3,3,7,True,False,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000344,CUSTOMER-000344,36770.23,INR,RECOVERABLE,CARD_DECLINED,0,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000345,CUSTOMER-000345,18780.68,INR,RECOVERABLE,NETWORK_ERROR,3,2,23,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000346,CUSTOMER-000346,565.97,INR,EXPIRED,UNKNOWN,2,2,31,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000347,CUSTOMER-000347,3556.19,INR,FAILED,INSUFFICIENT_FUNDS,0,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000348,CUSTOMER-000348,2437.45,INR,RECOVERABLE,CARD_DECLINED,3,2,9,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000349,CUSTOMER-000349,24701.76,INR,RECOVERABLE,NETWORK_ERROR,0,0,7,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000350,CUSTOMER-000350,3910.53,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,8,3,26,True,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000351,CUSTOMER-000351,709.49,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,2,55,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000352,CUSTOMER-000352,4297.36,INR,FAILED,NETWORK_ERROR,2,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000353,CUSTOMER-000353,8458.97,INR,FAILED,CARD_DECLINED,3,2,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000354,CUSTOMER-000354,44179.44,INR,RECOVERABLE,NETWORK_ERROR,1,1,3,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000355,CUSTOMER-000355,2727.89,INR,RECOVERABLE,AUTHENTICATION_FAILED,7,0,29,False,True,POLICY_BLOCKED
BATCH-000356,CUSTOMER-000356,547.04,INR,EXPIRED,UNKNOWN,2,2,56,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000357,CUSTOMER-000357,685.05,INR,FAILED,NETWORK_ERROR,1,0,0,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000358,CUSTOMER-000358,4813.28,INR,FAILED,CARD_DECLINED,3,3,2,True,False,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000359,CUSTOMER-000359,11269.39,INR,RECOVERABLE,NETWORK_ERROR,1,1,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000360,CUSTOMER-000360,8114.76,INR,RECOVERABLE,INSUFFICIENT_FUNDS,6,5,29,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000361,CUSTOMER-000361,871.32,INR,EXPIRED,UNKNOWN,2,0,35,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000362,CUSTOMER-000362,2017.03,INR,FAILED,NETWORK_ERROR,2,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000363,CUSTOMER-000363,7805.61,INR,RECOVERABLE,UNKNOWN,2,0,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000364,CUSTOMER-000364,19900.48,INR,RECOVERABLE,CARD_DECLINED,1,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000365,CUSTOMER-000365,18810.8,INR,FAILED,CARD_DECLINED,8,3,18,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000366,CUSTOMER-000366,153.83,INR,EXPIRED,UNKNOWN,2,2,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000367,CUSTOMER-000367,6212.2,INR,FAILED,INSUFFICIENT_FUNDS,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000368,CUSTOMER-000368,3109.05,INR,FAILED,CARD_DECLINED,1,1,13,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000369,CUSTOMER-000369,19366.46,INR,RECOVERABLE,CARD_DECLINED,2,2,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000370,CUSTOMER-000370,12360.44,INR,FAILED,AUTHENTICATION_FAILED,8,4,25,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000371,CUSTOMER-000371,320.12,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,2,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000372,CUSTOMER-000372,6269.38,INR,FAILED,INSUFFICIENT_FUNDS,2,2,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000373,CUSTOMER-000373,7042.08,INR,RECOVERABLE,CARD_DECLINED,3,2,6,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000374,CUSTOMER-000374,25058.41,INR,RECOVERABLE,NETWORK_ERROR,2,0,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000375,CUSTOMER-000375,6713.99,INR,RECOVERABLE,AUTHENTICATION_FAILED,8,8,19,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000376,CUSTOMER-000376,523.99,INR,EXPIRED,UNKNOWN,1,0,38,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000377,CUSTOMER-000377,3307.24,INR,RECOVERABLE,NETWORK_ERROR,0,0,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000378,CUSTOMER-000378,1463.83,INR,FAILED,CARD_DECLINED,2,0,11,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000379,CUSTOMER-000379,42186.02,INR,RECOVERABLE,NETWORK_ERROR,2,1,17,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000380,CUSTOMER-000380,4968.89,INR,FAILED,UNKNOWN,5,0,24,False,True,POLICY_BLOCKED
BATCH-000381,CUSTOMER-000381,697.5,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,60,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000382,CUSTOMER-000382,3871.37,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000383,CUSTOMER-000383,5802.85,INR,RECOVERABLE,UNKNOWN,2,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000384,CUSTOMER-000384,42112.66,INR,RECOVERABLE,CARD_DECLINED,2,0,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000385,CUSTOMER-000385,8043.39,INR,FAILED,INSUFFICIENT_FUNDS,6,2,16,False,True,POLICY_BLOCKED
BATCH-000386,CUSTOMER-000386,542.65,INR,EXPIRED,UNKNOWN,2,1,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000387,CUSTOMER-000387,1795.5,INR,RECOVERABLE,NETWORK_ERROR,1,1,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000388,CUSTOMER-000388,5955.78,INR,RECOVERABLE,UNKNOWN,3,3,6,True,True,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000389,CUSTOMER-000389,16729.35,INR,RECOVERABLE,NETWORK_ERROR,1,1,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000390,CUSTOMER-000390,4496.91,INR,FAILED,UNKNOWN,7,0,16,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000391,CUSTOMER-000391,711.47,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,35,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000392,CUSTOMER-000392,6510.94,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000393,CUSTOMER-000393,6560.52,INR,RECOVERABLE,CARD_DECLINED,3,0,10,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000394,CUSTOMER-000394,31288.5,INR,RECOVERABLE,NETWORK_ERROR,1,1,0,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000395,CUSTOMER-000395,11179.02,INR,RECOVERABLE,CARD_DECLINED,5,0,15,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000396,CUSTOMER-000396,834.44,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,0,35,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000397,CUSTOMER-000397,5768.14,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000398,CUSTOMER-000398,4357.46,INR,FAILED,UNKNOWN,2,2,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000399,CUSTOMER-000399,43122.48,INR,RECOVERABLE,NETWORK_ERROR,0,0,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000400,CUSTOMER-000400,8700.29,INR,FAILED,INSUFFICIENT_FUNDS,6,3,30,True,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000401,CUSTOMER-000401,776.26,INR,EXPIRED,UNKNOWN,2,2,56,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000402,CUSTOMER-000402,8807.3,INR,FAILED,NETWORK_ERROR,0,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000403,CUSTOMER-000403,3439.86,INR,FAILED,CARD_DECLINED,1,1,11,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000404,CUSTOMER-000404,10626.32,INR,RECOVERABLE,NETWORK_ERROR,0,0,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000405,CUSTOMER-000405,18648.62,INR,RECOVERABLE,UNKNOWN,5,4,20,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000406,CUSTOMER-000406,365.38,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,2,35,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000407,CUSTOMER-000407,6836.38,INR,FAILED,INSUFFICIENT_FUNDS,1,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000408,CUSTOMER-000408,8548.07,INR,RECOVERABLE,UNKNOWN,2,0,10,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000409,CUSTOMER-000409,35364.92,INR,RECOVERABLE,NETWORK_ERROR,1,1,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000410,CUSTOMER-000410,11507.72,INR,RECOVERABLE,INSUFFICIENT_FUNDS,6,6,28,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000411,CUSTOMER-000411,594.89,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,53,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000412,CUSTOMER-000412,2777.76,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,1,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000413,CUSTOMER-000413,1958.96,INR,RECOVERABLE,CARD_DECLINED,1,0,5,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000414,CUSTOMER-000414,13491.89,INR,RECOVERABLE,CARD_DECLINED,1,0,14,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000415,CUSTOMER-000415,1498.98,INR,RECOVERABLE,INSUFFICIENT_FUNDS,5,2,17,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000416,CUSTOMER-000416,431.05,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,54,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000417,CUSTOMER-000417,6325.19,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000418,CUSTOMER-000418,5438.12,INR,RECOVERABLE,UNKNOWN,1,1,3,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000419,CUSTOMER-000419,41306.66,INR,RECOVERABLE,NETWORK_ERROR,1,1,8,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000420,CUSTOMER-000420,12282.32,INR,RECOVERABLE,NETWORK_ERROR,4,4,29,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000421,CUSTOMER-000421,403.91,INR,EXPIRED,UNKNOWN,1,1,45,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000422,CUSTOMER-000422,7431.54,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,2,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000423,CUSTOMER-000423,9525.51,INR,RECOVERABLE,UNKNOWN,1,1,8,True,True,CONTACT_FAVORABLE
BATCH-000424,CUSTOMER-000424,39394.97,INR,RECOVERABLE,NETWORK_ERROR,2,1,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000425,CUSTOMER-000425,8145.05,INR,FAILED,UNKNOWN,6,6,26,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000426,CUSTOMER-000426,540.08,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,45,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000427,CUSTOMER-000427,7280.33,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000428,CUSTOMER-000428,6700.02,INR,RECOVERABLE,UNKNOWN,1,0,5,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000429,CUSTOMER-000429,27962.67,INR,RECOVERABLE,CARD_DECLINED,2,2,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000430,CUSTOMER-000430,10625.64,INR,RECOVERABLE,UNKNOWN,8,8,28,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000431,CUSTOMER-000431,575.06,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,34,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000432,CUSTOMER-000432,1913.88,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,1,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000433,CUSTOMER-000433,1953.5,INR,FAILED,UNKNOWN,1,1,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000434,CUSTOMER-000434,25645.37,INR,RECOVERABLE,NETWORK_ERROR,2,1,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000435,CUSTOMER-000435,19956.35,INR,FAILED,INSUFFICIENT_FUNDS,6,6,18,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000436,CUSTOMER-000436,852.54,INR,EXPIRED,UNKNOWN,0,0,42,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
